Timezone,Datetime,AQI US,AQI CN,PM2.5 (ug/m3),PM10 (ug/m3),CO2 (ppm),Temperature (Celsius),Temperature (Fahrenheit),Humidity (%),HCHO (ppb),TVOC (ppb)
Asia/Jakarta UTC+07:00,5/6/2020 14:51,37,13,9,27,425,36.5,97.7,51,,
Asia/Jakarta UTC+07:00,5/6/2020 14:50,37,13,9,23,425,36.5,97.7,51,,
Asia/Jakarta UTC+07:00,5/6/2020 14:49,37,13,9,27,425,36.5,97.8,50,,
Asia/Jakarta UTC+07:00,5/6/2020 14:48,33,11,8,10,426,36.6,97.9,50,,
Asia/Jakarta UTC+07:00,5/6/2020 14:47,33,11,8,25,425,36.6,97.9,50,,
Asia/Jakarta UTC+07:00,5/6/2020 14:45,53,19,13,28,426,36.7,98,50,,
Asia/Jakarta UTC+07:00,5/6/2020 14:43,45,16,11,29,428,36.8,98.3,50,,
Asia/Jakarta UTC+07:00,5/6/2020 14:42,41,14,10,20,427,36.9,98.5,50,,
Asia/Jakarta UTC+07:00,5/6/2020 14:41,37,13,9,15,428,37,98.6,50,,
Asia/Jakarta UTC+07:00,5/6/2020 14:40,33,11,8,14,429,37.1,98.7,50,,
Asia/Jakarta UTC+07:00,5/6/2020 14:39,29,10,7,16,430,37.2,99,50,,
Asia/Jakarta UTC+07:00,5/6/2020 14:38,45,16,11,18,428,37.3,99.1,50,,
Asia/Jakarta UTC+07:00,5/6/2020 14:33,37,13,9,22,428,37.6,99.7,49,,
Asia/Jakarta UTC+07:00,5/6/2020 14:28,37,13,9,11,427,37.8,100,49,,
Asia/Jakarta UTC+07:00,5/6/2020 14:23,37,13,9,22,427,37.7,99.9,50,,
Asia/Jakarta UTC+07:00,5/6/2020 14:18,55,20,14,44,426,37.9,100.2,50,,
Asia/Jakarta UTC+07:00,5/6/2020 14:13,50,17,12,30,429,38,100.5,49,,
Asia/Jakarta UTC+07:00,5/6/2020 14:08,50,17,12,38,428,38.3,100.9,49,,
Asia/Jakarta UTC+07:00,5/6/2020 14:03,53,19,13,51,427,38.5,101.4,49,,
Asia/Jakarta UTC+07:00,5/6/2020 13:58,50,17,12,15,428,38.7,101.7,50,,
Asia/Jakarta UTC+07:00,5/6/2020 13:53,50,17,12,27,426,38.5,101.3,49,,
Asia/Jakarta UTC+07:00,5/6/2020 13:48,61,24,17,68,425,38.8,101.8,49,,
Asia/Jakarta UTC+07:00,5/6/2020 13:43,57,21,15,19,429,38.7,101.7,50,,
Asia/Jakarta UTC+07:00,5/6/2020 13:38,57,21,15,27,430,38.8,101.8,49,,
Asia/Jakarta UTC+07:00,5/6/2020 13:33,53,19,13,32,431,39,102.3,50,,
Asia/Jakarta UTC+07:00,5/6/2020 13:28,45,16,11,25,432,39.2,102.5,49,,
Asia/Jakarta UTC+07:00,5/6/2020 13:23,45,16,11,29,432,39.2,102.6,49,,
Asia/Jakarta UTC+07:00,5/6/2020 13:18,53,19,13,28,434,39.1,102.4,49,,
Asia/Jakarta UTC+07:00,5/6/2020 13:13,53,19,13,24,433,39.2,102.6,49,,
Asia/Jakarta UTC+07:00,5/6/2020 13:08,50,17,12,31,431,39.1,102.4,49,,
Asia/Jakarta UTC+07:00,5/6/2020 13:02,57,21,15,31,446,39,102.2,49,,
Asia/Jakarta UTC+07:00,5/6/2020 13:01,55,20,14,38,444,39,102.2,49,,
Asia/Jakarta UTC+07:00,5/6/2020 13:00,57,21,15,19,436,39,102.2,49,,
Asia/Jakarta UTC+07:00,5/6/2020 12:59,63,26,18,43,430,39,102.1,49,,
Asia/Jakarta UTC+07:00,5/6/2020 12:58,53,19,13,40,429,39,102.1,49,,
Asia/Jakarta UTC+07:00,5/6/2020 12:55,57,21,15,50,430,39.2,102.6,49,,
Asia/Jakarta UTC+07:00,5/6/2020 12:50,50,17,12,19,433,39.1,102.4,49,,
Asia/Jakarta UTC+07:00,5/6/2020 12:45,50,17,12,38,435,39,102.1,49,,
Asia/Jakarta UTC+07:00,5/6/2020 12:40,57,21,15,42,426,38.9,102,50,,
Asia/Jakarta UTC+07:00,5/6/2020 12:35,55,20,14,45,426,38.7,101.7,50,,
Asia/Jakarta UTC+07:00,5/6/2020 12:30,53,19,13,20,436,38.5,101.4,50,,
Asia/Jakarta UTC+07:00,5/6/2020 12:25,57,21,15,30,429,38.6,101.5,52,,
Asia/Jakarta UTC+07:00,5/6/2020 12:20,55,20,14,41,432,38.7,101.6,52,,
Asia/Jakarta UTC+07:00,5/6/2020 12:15,61,24,17,52,432,38.7,101.6,52,,
Asia/Jakarta UTC+07:00,5/6/2020 12:10,61,24,17,67,430,38.3,100.9,51,,
Asia/Jakarta UTC+07:00,5/6/2020 12:05,57,21,15,19,427,38.1,100.6,53,,
Asia/Jakarta UTC+07:00,5/6/2020 12:00,59,23,16,50,433,38.1,100.5,53,,
Asia/Jakarta UTC+07:00,5/6/2020 11:55,55,20,14,29,430,38,100.4,53,,
Asia/Jakarta UTC+07:00,5/6/2020 11:50,65,27,19,65,426,37.9,100.2,54,,
Asia/Jakarta UTC+07:00,5/6/2020 11:45,57,21,15,26,427,37.8,100,54,,
Asia/Jakarta UTC+07:00,5/6/2020 11:40,68,29,20,62,439,37.5,99.5,55,,
Asia/Jakarta UTC+07:00,5/6/2020 11:35,61,24,17,40,425,37.4,99.2,55,,
Asia/Jakarta UTC+07:00,5/6/2020 11:30,72,31,22,46,431,37.3,99.1,56,,
Asia/Jakarta UTC+07:00,5/6/2020 11:25,80,37,26,59,429,37.2,99,56,,
Asia/Jakarta UTC+07:00,5/6/2020 11:20,68,29,20,47,431,37.2,99,56,,
Asia/Jakarta UTC+07:00,5/6/2020 11:16,70,30,21,48,428,37.1,98.8,56,,
Asia/Jakarta UTC+07:00,5/6/2020 11:10,68,29,20,25,433,37.1,98.8,57,,
Asia/Jakarta UTC+07:00,5/6/2020 11:05,70,30,21,37,448,36.9,98.5,57,,
Asia/Jakarta UTC+07:00,5/6/2020 11:00,63,26,18,33,442,36.8,98.2,57,,
Asia/Jakarta UTC+07:00,5/6/2020 10:55,65,27,19,38,441,36.5,97.7,58,,
Asia/Jakarta UTC+07:00,5/6/2020 10:50,78,36,25,60,428,36.6,97.8,57,,
Asia/Jakarta UTC+07:00,5/6/2020 10:45,65,27,19,42,431,36.7,98,58,,
Asia/Jakarta UTC+07:00,5/6/2020 10:40,72,31,22,49,435,36.5,97.7,58,,
Asia/Jakarta UTC+07:00,5/6/2020 10:35,68,29,20,39,429,36.1,97,60,,
Asia/Jakarta UTC+07:00,5/6/2020 10:30,78,36,25,45,431,36,96.8,60,,
Asia/Jakarta UTC+07:00,5/6/2020 10:25,63,26,18,40,423,35.5,96,62,,
Asia/Jakarta UTC+07:00,5/6/2020 10:20,74,33,23,31,430,35,95.1,63,,
Asia/Jakarta UTC+07:00,5/6/2020 10:16,59,23,16,41,425,34.8,94.7,63,,
Asia/Jakarta UTC+07:00,5/6/2020 10:10,78,36,25,58,432,34.6,94.2,64,,
Asia/Jakarta UTC+07:00,5/6/2020 10:05,70,30,21,57,437,34.3,93.7,65,,
Asia/Jakarta UTC+07:00,5/6/2020 10:00,82,39,27,64,432,34,93.1,66,,
Asia/Jakarta UTC+07:00,5/6/2020 9:55,80,37,26,41,430,33.5,92.3,67,,
Asia/Jakarta UTC+07:00,5/6/2020 9:50,70,30,21,52,427,33.1,91.5,68,,
Asia/Jakarta UTC+07:00,5/6/2020 9:45,72,31,22,57,429,32.8,91.1,70,,
Asia/Jakarta UTC+07:00,5/6/2020 9:40,74,33,23,54,431,32.6,90.6,71,,
Asia/Jakarta UTC+07:00,5/6/2020 9:35,74,33,23,58,426,32.3,90.1,72,,
Asia/Jakarta UTC+07:00,5/6/2020 9:30,76,34,24,34,427,31.7,89.1,73,,
Asia/Jakarta UTC+07:00,5/6/2020 9:26,68,29,20,40,431,31.2,88.1,74,,
Asia/Jakarta UTC+07:00,5/6/2020 9:20,80,37,26,57,435,31,87.7,75,,
Asia/Jakarta UTC+07:00,5/6/2020 9:15,105,53,37,80,434,30.7,87.3,75,,
Asia/Jakarta UTC+07:00,5/6/2020 9:11,110,55,39,72,440,30.6,87.1,76,,
Asia/Jakarta UTC+07:00,5/6/2020 9:05,88,43,30,62,430,30.5,86.9,76,,
Asia/Jakarta UTC+07:00,5/6/2020 9:00,99,50,35,85,434,30.3,86.6,77,,
Asia/Jakarta UTC+07:00,5/6/2020 8:55,110,55,39,81,435,30.2,86.4,77,,
Asia/Jakarta UTC+07:00,5/6/2020 8:54,127,64,46,82,435,30.2,86.4,77,,
Asia/Jakarta UTC+07:00,5/6/2020 8:53,114,58,41,83,436,30.2,86.3,77,,
Asia/Jakarta UTC+07:00,5/6/2020 8:52,99,50,35,65,430,30.2,86.3,77,,
Asia/Jakarta UTC+07:00,5/6/2020 8:51,102,51,36,66,433,30.1,86.3,77,,
Asia/Jakarta UTC+07:00,5/6/2020 8:48,102,51,36,76,438,30.1,86.1,78,,
Asia/Jakarta UTC+07:00,5/6/2020 8:47,114,58,41,74,443,30,86,78,,
Asia/Jakarta UTC+07:00,5/6/2020 8:46,137,69,50,104,443,30,86,78,,
Asia/Jakarta UTC+07:00,5/6/2020 8:43,105,53,37,68,441,29.9,85.9,78,,
Asia/Jakarta UTC+07:00,5/6/2020 8:38,114,58,41,80,432,29.8,85.6,79,,
Asia/Jakarta UTC+07:00,5/6/2020 8:33,117,59,42,91,435,29.6,85.3,79,,
Asia/Jakarta UTC+07:00,5/6/2020 8:28,137,69,50,86,438,29.5,85.2,80,,
Asia/Jakarta UTC+07:00,5/6/2020 8:23,139,70,51,77,438,29.4,84.9,81,,
Asia/Jakarta UTC+07:00,5/6/2020 8:18,163,105,79.2,188,461,29.2,84.6,82,,
Asia/Jakarta UTC+07:00,5/6/2020 8:13,167,114,86.4,173,471,29,84.3,82,,
Asia/Jakarta UTC+07:00,5/6/2020 8:08,196,189,142,262,493,28.9,84,83,,
Asia/Jakarta UTC+07:00,5/6/2020 8:03,191,176,133,295,484,28.7,83.7,83,,
Asia/Jakarta UTC+07:00,5/6/2020 7:58,191,176,133,267,491,28.6,83.4,84,,
Asia/Jakarta UTC+07:00,5/6/2020 7:53,206,205,155.4,354,493,28.4,83.1,84,,
Asia/Jakarta UTC+07:00,5/6/2020 7:48,203,203,152.7,328,498,28.4,83,84,,
Asia/Jakarta UTC+07:00,5/6/2020 7:43,196,190,142.9,298,502,28.3,82.9,85,,
Asia/Jakarta UTC+07:00,5/6/2020 7:38,196,190,142.9,304,490,28.1,82.6,85,,
Asia/Jakarta UTC+07:00,5/6/2020 7:33,196,189,142,309,499,28.1,82.5,85,,
Asia/Jakarta UTC+07:00,5/6/2020 7:28,196,190,142.9,314,499,28,82.3,85,,
Asia/Jakarta UTC+07:00,5/6/2020 7:23,198,195,146.4,314,497,27.9,82.3,86,,
Asia/Jakarta UTC+07:00,5/6/2020 7:18,197,192,144.7,285,501,27.9,82.2,86,,
Asia/Jakarta UTC+07:00,5/6/2020 7:13,200,200,150,288,509,27.8,82.1,86,,
Asia/Jakarta UTC+07:00,5/6/2020 7:08,194,183,138.4,283,497,27.7,81.9,86,,
Asia/Jakarta UTC+07:00,5/6/2020 7:03,207,206,156.3,347,490,27.6,81.7,86,,
Asia/Jakarta UTC+07:00,5/6/2020 6:58,196,189,142,256,489,27.5,81.5,87,,
Asia/Jakarta UTC+07:00,5/6/2020 6:53,197,191,143.8,284,495,27.4,81.4,87,,
Asia/Jakarta UTC+07:00,5/6/2020 6:48,190,173,131.2,301,490,27.3,81.2,87,,
Asia/Jakarta UTC+07:00,5/6/2020 6:43,194,183,138.4,358,486,27.2,81,87,,
Asia/Jakarta UTC+07:00,5/6/2020 6:38,197,192,144.7,307,485,27.2,80.9,87,,
Asia/Jakarta UTC+07:00,5/6/2020 6:33,187,165,125.8,271,486,27.1,80.8,87,,
Asia/Jakarta UTC+07:00,5/6/2020 6:28,196,190,142.9,285,493,27.1,80.7,88,,
Asia/Jakarta UTC+07:00,5/6/2020 6:23,192,178,134.8,298,488,27,80.7,88,,
Asia/Jakarta UTC+07:00,5/6/2020 6:18,192,180,135.7,273,482,27,80.6,88,,
Asia/Jakarta UTC+07:00,5/6/2020 6:13,194,185,139.3,241,476,27,80.5,88,,
Asia/Jakarta UTC+07:00,5/6/2020 6:08,190,173,131.2,283,472,26.9,80.5,88,,
Asia/Jakarta UTC+07:00,5/6/2020 6:03,184,158,120.4,258,468,26.9,80.4,87,,
Asia/Jakarta UTC+07:00,5/6/2020 5:58,177,139,106.1,235,464,26.9,80.4,87,,
Asia/Jakarta UTC+07:00,5/6/2020 5:53,172,127,96.2,219,465,26.9,80.4,87,,
Asia/Jakarta UTC+07:00,5/6/2020 5:48,166,113,85.5,173,464,26.8,80.3,86,,
Asia/Jakarta UTC+07:00,5/6/2020 5:43,160,97,72.9,135,464,26.8,80.3,86,,
Asia/Jakarta UTC+07:00,5/6/2020 5:38,159,95,71.1,146,463,26.8,80.3,86,,
Asia/Jakarta UTC+07:00,5/6/2020 5:33,157,90,66.7,150,466,26.8,80.3,86,,
Asia/Jakarta UTC+07:00,5/6/2020 5:28,156,87,64.9,106,469,26.8,80.3,86,,
Asia/Jakarta UTC+07:00,5/6/2020 5:23,156,87,64.9,119,469,26.8,80.3,86,,
Asia/Jakarta UTC+07:00,5/6/2020 5:18,152,77,56.8,96,460,26.8,80.2,86,,
Asia/Jakarta UTC+07:00,5/6/2020 5:13,152,77,56.8,77,456,26.8,80.2,86,,
Asia/Jakarta UTC+07:00,5/6/2020 5:08,146,74,54,103,457,26.8,80.3,86,,
Asia/Jakarta UTC+07:00,5/6/2020 5:03,151,76,55.9,89,454,26.8,80.3,86,,
Asia/Jakarta UTC+07:00,5/6/2020 4:58,146,74,54,97,456,26.8,80.3,86,,
Asia/Jakarta UTC+07:00,5/6/2020 4:53,151,76,55.9,105,454,26.8,80.3,86,,
Asia/Jakarta UTC+07:00,5/6/2020 4:48,149,75,55,114,453,26.9,80.3,87,,
Asia/Jakarta UTC+07:00,5/6/2020 4:43,159,95,71.1,107,449,26.9,80.4,87,,
Asia/Jakarta UTC+07:00,5/6/2020 4:38,139,70,51,80,445,26.9,80.4,85,,
Asia/Jakarta UTC+07:00,5/6/2020 4:33,132,66,48,71,438,26.9,80.4,85,,
Asia/Jakarta UTC+07:00,5/6/2020 4:28,124,63,45,84,430,26.9,80.5,85,,
Asia/Jakarta UTC+07:00,5/6/2020 4:23,93,46,32,37,429,27,80.5,85,,
Asia/Jakarta UTC+07:00,5/6/2020 4:18,93,46,32,47,434,27,80.6,85,,
Asia/Jakarta UTC+07:00,5/6/2020 4:13,95,47,33,48,429,27,80.6,85,,
Asia/Jakarta UTC+07:00,5/6/2020 4:08,102,51,36,61,434,27,80.7,85,,
Asia/Jakarta UTC+07:00,5/6/2020 4:03,112,56,40,104,432,27.1,80.8,84,,
Asia/Jakarta UTC+07:00,5/6/2020 3:58,112,56,40,65,430,27.1,80.8,84,,
Asia/Jakarta UTC+07:00,5/6/2020 3:53,107,54,38,79,432,27.1,80.8,84,,
Asia/Jakarta UTC+07:00,5/6/2020 3:48,127,64,46,82,433,27.1,80.8,84,,
Asia/Jakarta UTC+07:00,5/6/2020 3:43,141,71,52,98,436,27.1,80.9,84,,
Asia/Jakarta UTC+07:00,5/6/2020 3:38,137,69,50,67,434,27.2,81,84,,
Asia/Jakarta UTC+07:00,5/6/2020 3:33,139,70,51,107,431,27.3,81.1,84,,
Asia/Jakarta UTC+07:00,5/6/2020 3:28,134,68,49,88,433,27.3,81.1,84,,
Asia/Jakarta UTC+07:00,5/6/2020 3:23,129,65,47,83,430,27.2,81,84,,
Asia/Jakarta UTC+07:00,5/6/2020 3:18,124,63,45,77,427,27.2,81,84,,
Asia/Jakarta UTC+07:00,5/6/2020 3:13,127,64,46,82,427,27.2,80.9,84,,
Asia/Jakarta UTC+07:00,5/6/2020 3:08,141,71,52,107,427,27.1,80.8,84,,
Asia/Jakarta UTC+07:00,5/6/2020 3:04,149,75,55,101,432,27.1,80.8,84,,
Asia/Jakarta UTC+07:00,5/6/2020 3:03,149,75,55,101,432,27.1,80.8,84,,
Asia/Jakarta UTC+07:00,5/6/2020 2:58,166,111,83.7,132,432,27,80.7,84,,
Asia/Jakarta UTC+07:00,5/6/2020 2:53,163,105,79.2,153,431,27,80.6,84,,
Asia/Jakarta UTC+07:00,5/6/2020 2:48,132,66,48,93,435,27.1,80.8,84,,
Asia/Jakarta UTC+07:00,5/6/2020 2:43,124,63,45,87,433,27.1,80.8,84,,
Asia/Jakarta UTC+07:00,5/6/2020 2:38,124,63,45,64,432,27.1,80.8,84,,
Asia/Jakarta UTC+07:00,5/6/2020 2:34,141,71,52,85,425,27,80.6,84,,
Asia/Jakarta UTC+07:00,5/6/2020 2:33,141,71,52,85,425,27,80.6,84,,
Asia/Jakarta UTC+07:00,5/6/2020 2:28,149,75,55,101,428,27.1,80.7,84,,
Asia/Jakarta UTC+07:00,5/6/2020 2:23,107,54,38,76,423,27.1,80.8,83,,
Asia/Jakarta UTC+07:00,5/6/2020 2:18,107,54,38,63,422,27.1,80.8,83,,
Asia/Jakarta UTC+07:00,5/6/2020 2:13,102,51,36,61,423,27.1,80.8,83,,
Asia/Jakarta UTC+07:00,5/6/2020 2:08,105,53,37,111,421,27.2,80.9,83,,
Asia/Jakarta UTC+07:00,5/6/2020 2:03,102,51,36,61,417,27.1,80.9,83,,
Asia/Jakarta UTC+07:00,5/6/2020 1:58,99,50,35,76,420,27.2,80.9,83,,
Asia/Jakarta UTC+07:00,5/6/2020 1:53,95,47,33,51,421,27.2,80.9,83,,
Asia/Jakarta UTC+07:00,5/6/2020 1:48,99,50,35,60,420,27.2,80.9,83,,
Asia/Jakarta UTC+07:00,5/6/2020 1:43,114,58,41,76,419,27.2,80.9,83,,
Asia/Jakarta UTC+07:00,5/6/2020 1:38,86,41,29,63,419,27.2,81,83,,
Asia/Jakarta UTC+07:00,5/6/2020 1:33,91,44,31,56,418,27.3,81.1,83,,
Asia/Jakarta UTC+07:00,5/6/2020 1:28,95,47,33,52,416,27.3,81.1,83,,
Asia/Jakarta UTC+07:00,5/6/2020 1:23,99,50,35,57,415,27.3,81.2,83,,
Asia/Jakarta UTC+07:00,5/6/2020 1:18,107,54,38,64,416,27.3,81.2,85,,
Asia/Jakarta UTC+07:00,5/6/2020 1:13,102,51,36,68,415,27.4,81.2,83,,
Asia/Jakarta UTC+07:00,5/6/2020 1:08,82,39,27,71,412,27.4,81.3,83,,
Asia/Jakarta UTC+07:00,5/6/2020 1:03,80,37,26,47,415,27.4,81.4,83,,
Asia/Jakarta UTC+07:00,5/6/2020 0:58,84,40,28,43,420,27.4,81.4,85,,
Asia/Jakarta UTC+07:00,5/6/2020 0:53,91,44,31,43,419,27.5,81.4,85,,
Asia/Jakarta UTC+07:00,5/6/2020 0:48,88,43,30,42,415,27.4,81.4,85,,
Asia/Jakarta UTC+07:00,5/6/2020 0:43,93,46,32,74,415,27.5,81.4,83,,
Asia/Jakarta UTC+07:00,5/6/2020 0:38,119,60,43,66,418,27.5,81.5,83,,
Asia/Jakarta UTC+07:00,5/6/2020 0:33,105,53,37,63,417,27.5,81.5,85,,
Asia/Jakarta UTC+07:00,5/6/2020 0:28,110,55,39,55,416,27.6,81.6,84,,
Asia/Jakarta UTC+07:00,5/6/2020 0:23,110,55,39,45,415,27.6,81.6,84,,
Asia/Jakarta UTC+07:00,5/6/2020 0:18,76,34,24,39,412,27.6,81.7,84,,
Asia/Jakarta UTC+07:00,5/6/2020 0:13,72,31,22,37,412,27.6,81.7,84,,
Asia/Jakarta UTC+07:00,5/6/2020 0:08,68,29,20,31,414,27.7,81.9,84,,
Asia/Jakarta UTC+07:00,5/6/2020 0:04,78,36,25,40,415,27.7,81.9,84,,
Asia/Jakarta UTC+07:00,5/6/2020 0:03,78,36,25,40,415,27.7,81.9,84,,
Asia/Jakarta UTC+07:00,5/5/2020 23:58,72,31,22,53,413,27.8,82.1,84,,
Asia/Jakarta UTC+07:00,5/5/2020 23:53,70,30,21,23,410,27.8,82,84,,
Asia/Jakarta UTC+07:00,5/5/2020 23:48,74,33,23,38,410,27.9,82.1,84,,
Asia/Jakarta UTC+07:00,5/5/2020 23:43,63,26,18,32,412,27.9,82.2,84,,
Asia/Jakarta UTC+07:00,5/5/2020 23:38,63,26,18,32,415,28,82.3,84,,
Asia/Jakarta UTC+07:00,5/5/2020 23:33,65,27,19,37,415,28,82.3,84,,
Asia/Jakarta UTC+07:00,5/5/2020 23:28,63,26,18,19,414,28,82.3,84,,
Asia/Jakarta UTC+07:00,5/5/2020 23:23,59,23,16,37,410,27.9,82.3,84,,
Asia/Jakarta UTC+07:00,5/5/2020 23:18,65,27,19,40,417,28,82.4,85,,
Asia/Jakarta UTC+07:00,5/5/2020 23:13,74,33,23,38,417,28.1,82.5,84,,
Asia/Jakarta UTC+07:00,5/5/2020 23:08,72,31,22,63,418,28.1,82.6,84,,
Asia/Jakarta UTC+07:00,5/5/2020 23:03,70,30,21,46,412,28.1,82.6,84,,
Asia/Jakarta UTC+07:00,5/5/2020 22:58,70,30,21,26,413,28.1,82.6,84,,
Asia/Jakarta UTC+07:00,5/5/2020 22:53,70,30,21,39,409,28.1,82.6,84,,
Asia/Jakarta UTC+07:00,5/5/2020 22:48,74,33,23,45,413,28.1,82.6,84,,
Asia/Jakarta UTC+07:00,5/5/2020 22:43,68,29,20,22,412,28.2,82.7,84,,
Asia/Jakarta UTC+07:00,5/5/2020 22:38,61,24,17,38,418,28.2,82.8,83,,
Asia/Jakarta UTC+07:00,5/5/2020 22:33,63,26,18,39,418,28.2,82.8,83,,
Asia/Jakarta UTC+07:00,5/5/2020 22:28,72,31,22,47,419,28.2,82.8,83,,
Asia/Jakarta UTC+07:00,5/5/2020 22:23,59,23,16,30,412,28.2,82.8,83,,
Asia/Jakarta UTC+07:00,5/5/2020 22:18,61,24,17,28,417,28.2,82.8,82,,
Asia/Jakarta UTC+07:00,5/5/2020 22:13,61,24,17,25,421,28.3,82.9,82,,
Asia/Jakarta UTC+07:00,5/5/2020 22:08,68,29,20,35,415,28.3,82.9,82,,
Asia/Jakarta UTC+07:00,5/5/2020 22:03,63,26,18,36,414,28.3,83,83,,
Asia/Jakarta UTC+07:00,5/5/2020 21:58,127,64,46,74,418,28.5,83.3,83,,
Asia/Jakarta UTC+07:00,5/5/2020 21:53,88,43,30,69,427,28.6,83.5,83,,
Asia/Jakarta UTC+07:00,5/5/2020 21:48,82,39,27,43,421,28.6,83.6,83,,
Asia/Jakarta UTC+07:00,5/5/2020 21:43,80,37,26,62,418,28.6,83.5,83,,
Asia/Jakarta UTC+07:00,5/5/2020 21:38,105,53,37,57,431,28.7,83.6,83,,
Asia/Jakarta UTC+07:00,5/5/2020 21:33,119,60,43,74,438,28.8,83.8,83,,
Asia/Jakarta UTC+07:00,5/5/2020 21:28,134,68,49,94,439,28.8,83.8,82,,
Asia/Jakarta UTC+07:00,5/5/2020 21:23,129,65,47,82,442,28.8,83.8,82,,
Asia/Jakarta UTC+07:00,5/5/2020 21:18,137,69,50,99,442,28.8,83.8,82,,
Asia/Jakarta UTC+07:00,5/5/2020 21:13,110,55,39,73,441,28.8,83.8,82,,
Asia/Jakarta UTC+07:00,5/5/2020 21:08,119,60,43,74,432,28.8,83.8,82,,
Asia/Jakarta UTC+07:00,5/5/2020 21:03,146,74,54,66,431,28.8,83.8,82,,
Asia/Jakarta UTC+07:00,5/5/2020 20:58,129,65,47,89,432,28.9,84,81,,
Asia/Jakarta UTC+07:00,5/5/2020 20:53,117,59,42,70,433,28.9,84,81,,
Asia/Jakarta UTC+07:00,5/5/2020 20:48,149,75,55,114,442,29,84.1,81,,
Asia/Jakarta UTC+07:00,5/5/2020 20:43,124,63,45,100,449,29,84.2,81,,
Asia/Jakarta UTC+07:00,5/5/2020 20:38,114,58,41,72,440,29,84.2,81,,
Asia/Jakarta UTC+07:00,5/5/2020 20:33,151,76,55.9,86,432,28.9,84.1,81,,
Asia/Jakarta UTC+07:00,5/5/2020 20:28,132,66,48,93,434,28.9,84.1,81,,
Asia/Jakarta UTC+07:00,5/5/2020 20:23,153,80,58.6,129,444,29,84.1,81,,
Asia/Jakarta UTC+07:00,5/5/2020 20:18,112,56,40,91,446,29,84.2,80,,
Asia/Jakarta UTC+07:00,5/5/2020 20:13,122,61,44,89,446,29,84.2,80,,
Asia/Jakarta UTC+07:00,5/5/2020 20:08,132,66,48,80,445,29,84.2,80,,
Asia/Jakarta UTC+07:00,5/5/2020 20:03,152,78,57.7,94,448,29,84.2,80,,
Asia/Jakarta UTC+07:00,5/5/2020 19:58,134,68,49,94,452,29,84.2,80,,
Asia/Jakarta UTC+07:00,5/5/2020 19:53,124,63,45,100,452,29,84.2,80,,
Asia/Jakarta UTC+07:00,5/5/2020 19:48,162,102,76.5,165,453,28.9,84,80,,
Asia/Jakarta UTC+07:00,5/5/2020 19:43,152,78,57.7,114,456,28.9,84,80,,
Asia/Jakarta UTC+07:00,5/5/2020 19:38,160,97,72.9,130,453,28.9,84.1,80,,
Asia/Jakarta UTC+07:00,5/5/2020 19:33,149,75,55,108,461,28.9,84.1,80,,
Asia/Jakarta UTC+07:00,5/5/2020 19:28,134,68,49,94,453,29,84.2,80,,
Asia/Jakarta UTC+07:00,5/5/2020 19:23,119,60,43,81,446,29,84.2,79,,
Asia/Jakarta UTC+07:00,5/5/2020 19:18,122,61,44,89,442,28.9,84.1,79,,
Asia/Jakarta UTC+07:00,5/5/2020 19:13,112,56,40,81,436,28.9,84,78,,
Asia/Jakarta UTC+07:00,5/5/2020 19:08,112,56,40,81,438,28.9,84,78,,
Asia/Jakarta UTC+07:00,5/5/2020 19:03,151,76,55.9,122,432,28.9,84,79,,
Asia/Jakarta UTC+07:00,5/5/2020 18:58,152,78,57.7,104,437,29,84.2,77,,
Asia/Jakarta UTC+07:00,5/5/2020 18:53,153,80,58.6,122,440,29,84.2,77,,
Asia/Jakarta UTC+07:00,5/5/2020 18:48,157,90,66.7,149,441,29.1,84.3,76,,
Asia/Jakarta UTC+07:00,5/5/2020 18:43,186,162,123.1,278,441,29.1,84.4,76,,
Asia/Jakarta UTC+07:00,5/5/2020 18:38,262,262,211.9,632,447,29.1,84.4,76,,
Asia/Jakarta UTC+07:00,5/5/2020 18:33,171,124,94.4,314,441,29.1,84.5,75,,
Asia/Jakarta UTC+07:00,5/5/2020 18:28,154,83,61.3,143,441,29.1,84.4,75,,
Asia/Jakarta UTC+07:00,5/5/2020 18:23,141,71,52,115,434,29.1,84.4,75,,
Asia/Jakarta UTC+07:00,5/5/2020 18:18,158,93,69.3,173,439,29.2,84.5,75,,
Asia/Jakarta UTC+07:00,5/5/2020 18:13,176,136,103.4,254,437,29.3,84.7,74,,
Asia/Jakarta UTC+07:00,5/5/2020 18:08,129,65,47,103,437,29.3,84.7,74,,
Asia/Jakarta UTC+07:00,5/5/2020 18:03,127,64,46,88,443,29.3,84.8,74,,
Asia/Jakarta UTC+07:00,5/5/2020 17:58,156,87,64.9,101,441,29.3,84.8,74,,
Asia/Jakarta UTC+07:00,5/5/2020 17:53,95,47,33,64,469,29.4,84.9,73,,
Asia/Jakarta UTC+07:00,5/5/2020 17:48,84,40,28,41,463,29.4,84.9,73,,
Asia/Jakarta UTC+07:00,5/5/2020 17:43,86,41,29,42,446,29.4,85,73,,
Asia/Jakarta UTC+07:00,5/5/2020 17:38,95,47,33,43,451,29.5,85.1,73,,
Asia/Jakarta UTC+07:00,5/5/2020 17:33,84,40,28,58,447,29.6,85.3,73,,
Asia/Jakarta UTC+07:00,5/5/2020 17:35,84,40,28,58,447,29.6,85.2,73,,
